medicine_name,public_price_lbp,public_price_usd,agent_name,is_subsidized,subsidy_category,registration_no,strength,presentation
"CLINIDERM T",801186,8.95,"Medapharm Healthcare SAL",1,"Stratum A2","186451/12","1%/0.025%","30g"
"CLINTON",288926,3.23,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","34417/1","120mg","7"
"CLINTON",353431,3.95,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","116723/1","90mg","10"
"CLINTON",1062979,11.88,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A2","116723/1","90mg","30"
"CLOBEVAT",302045,3.37,"Pharmapro",1,"Stratum A1","163020/1","0.05%","40g"
"CLOBEVAT",302045,3.37,"Pharmapro",1,"Stratum A1","162220/1","0.05%","40g"
"CLODOR",1148025,12.83,"Medi drug International SAL (MDI)",1,"Stratum A2","221696/08","75mg","30"
"CLOFEN",299677,3.35,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","405684/00","75mg/3ml","5Ampoules"
"CLOFEN",206952,2.31,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","208723/03","1%","50g"
"CLOMID",274144,3.06,"C. Catafago & Co",1,"Stratum A1","101015/1","50mg","5"
"CLOMIFERT",395090,4.41,"Multipharm",1,"Stratum A1","153521/1","50mg","10"
"CLOMIFERT",395090,4.41,"Multipharm",1,"Stratum A1","153521/1","50mg","10"
"CLOPI TAD",911125,10.18,"Pharmamedic S.A.R.L.",1,"Stratum A2","167191/10","75mg","28"
"CLOPIDOGREL ARROW",658483,7.36,"Darapharma S.A.L.",1,"Stratum A1","23719/1","75mg","30"
"CLOPIKEY",748520,8.36,"Mediterranean Pharmaceutical Company",1,"Stratum A2","21622/1","75mg","50"
"CLOPISTOP",1081473,12.08,"L. Pharm SAL",1,"Stratum A2","28925/1","75mg","30"
"CLOPIXOL ACUPHASE",857372,9.58,"Sadco",1,"Stratum A2","28599","100mg/2ml","1x2ml"
"CLOPIXOL DEPOT",512004,5.72,"Sadco",1,"Stratum A1","23910/78","200mg/ml","1x1ml"
"CLORACEF FORTE",432717,4.83,"Sadco",1,"Stratum A1","135361","250mg/5ml","75ml"
"CLOREN",353239,3.95,"Pharmamedic S.A.R.L.",1,"Stratum A1","63620/1","12.5mg","12"
"CLOREN ADULTS",598970,6.69,"Pharmamedic S.A.R.L.",1,"Stratum A1","100321/1","100mg","12"
"CLOTRIMAX",799906,8.94,"Pharmamedic S.A.R.L.",1,"Stratum A2","142423/1","","3Vaginal suppositories"
"CLOTRIX 75",958608,10.71,"Benta Trading Co s.a.l.",1,"Stratum A2","167602/10","75mg","30"
"CLOTRIX 75",895895,10.01,"Benta Trading Co s.a.l.",1,"Stratum A2","29822/1","75mg","28"
"CLOZAPINE PANPHARMA",808993,9.04,"Minapharm Halabi",1,"Stratum A2","24452/06","100mg","30"
"CO APROVEL",658483,7.36,"Mersaco",1,"Stratum A1","27322/1","300mg/12.5mg","28"
"CO APROVEL",658483,7.36,"Mersaco",1,"Stratum A1","27222/1","150mg/12.5mg","28"
"CO APROVEL",658483,7.36,"Mersaco",1,"Stratum A1","128423/1","150mg/12.5mg","28"
"CO APROVEL",658483,7.36,"Mersaco",1,"Stratum A1","128523/1","300mg/12.5mg","28"
"CO-ANGINET",544256,6.08,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","218776/09","160/12.5mg","30"
"CO-AVAZIR",193513,2.16,"Macromed S.A.R.L.",1,"Stratum A1","79118/1","","5ml"
"COBAL",486471,5.44,"C. Catafago & Co",1,"Stratum A1","973346/01","","30"
"COBAL",1128828,12.61,"C. Catafago & Co",1,"Stratum A2","166942/11","500mcg/ml","8 Ampoules"
"CO-DIOVAN",602041,6.73,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","137323/1","80/12.5 mg","28"
"CO-DIOVAN",846621,9.46,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","137423/1","160/12.5 mg","28"
"CO-DIOVAN",901718,10.08,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","137523/1","160/25 mg","28"
"CODOPALM",149742,1.67,"Pharmadex",1,"Stratum A1","19269","","100ml"
"CODOPALM EXPECTORANT",153582,1.72,"Pharmadex",1,"Stratum A1","20039","","100ml"
"CODOPALM EXPECTORANT",291806,3.26,"Pharmadex",1,"Stratum A1","22269","","200ml"
"COFEX",154542,1.73,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","973408/01","","150ml"
"COLCHICINE BENTA",332761,3.72,"Benta Trading Co s.a.l.",1,"Stratum A1","90321/1","1mg","30"
"COLCHICINE OPOCALCIUM",284895,3.18,"Droguerie de l'Union",1,"Stratum A1","116/1","1mg","20"
"COLCHICINE SEID",382995,4.28,"New Europharm",1,"Stratum A1","67715/1","1mg","40"
"COLDIN",386515,4.32,"Droguerie Cedarspharm S.A.R.L.",1,"Stratum A1","973438/01","","16"
"COLDIN",386515,4.32,"Droguerie Cedarspharm S.A.R.L.",1,"Stratum A1","973439/01","","90ml"
"COLDIN-H",386515,4.32,"Droguerie Cedarspharm S.A.R.L.",1,"Stratum A1","155620/1","","16"
"COLD-MED",386515,4.32,"Pharmapro",1,"Stratum A1","32316/1","","90ml"
"COLD-MED",386515,4.32,"Pharmapro",1,"Stratum A1","32416/1","","16"
"COLISTIMETHATE",38239924,427.26,"Medi drug International SAL (MDI)",0,"Stratum D","149420/1","150mg","12Vials"
"COLISTIMETHATE SODIQUE PANPHARMA",6392659,71.43,"Minapharm Halabi",1,"Stratum B","95718/1","1.000.000IU","10 vials"
"COLISTIN HIKMA",903062,10.09,"Abela Frères S.A.L.",1,"Stratum A2","120217/1","1 Million I.U.","Pack of 1 vials"
"COLISTIN/NORMA",872154,9.74,"Pharmamed",1,"Stratum A2","112217/1","1.000.000IU","1vial"
"COLIXIN",20296042,226.77,"Drugstore 3U S.A.R.L.",0,"Stratum D","200119/1","1,000,000IU","30Vial"
"COLON-X",833182,9.31,"PMD (Pharmacist's medical drugstore)",1,"Stratum A2","106915/1","","30"
"COLPERMIN",632950,7.07,"Taba Chemipharm",1,"Stratum A1","27528","","30"
"COLUMVI",349443660,3,904.40,"Omnipharma",1,"Stratum E2","61024/1","10mg/10ml","1Vial"
"COLUMVI",87389307,976.42,"Omnipharma",1,"Stratum E2","60924/1","2.5mg/2.5ml","1Vial"
"COMBEDOX",374996,4.19,"Medi drug International SAL (MDI)",1,"Stratum A1","33918/1","","5Ampoules"
"COMBIGAN 2mg/ml 5mg/ml",1181238,13.20,"Mersaco",1,"Stratum A2","23872/07","","5ml"
"COMBIGAN 2mg/ml 5mg/ml",1181238,13.20,"Mersaco",1,"Stratum A2","138222/1","","5ml"
"COMBIPAR",1324682,14.80,"Pharmaline S.A.L.",1,"Stratum A2","101816/1","150/37.5/200mg","50"
"COMBIPAR",1249926,13.97,"Pharmaline S.A.L.",1,"Stratum A2","101716/1","100/25/200mg","50"
"COMBIPAR",1103403,12.33,"Pharmaline S.A.L.",1,"Stratum A2","101616/1","50/12.5/200mg","50"
"COMBISOPT",935570,10.45,"Benta Trading Co s.a.l.",1,"Stratum A2","103717/1","(20mg+5mg)/ml","5ml"
"COMBIVENT",745833,8.33,"Mersaco",1,"Stratum A2","114715/1","","20x2.5ml"
"COMBIVENT",745833,8.33,"Mersaco",1,"Stratum A2","93725/1","","20x2.5ml"
"COMPLEVIT",218854,2.45,"Pharmadex",1,"Stratum A1","22573","","120ml"
"CONCENTRATE SOLUTION  FOR HEMODIALYSIS TYPE E",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","7.5l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS L",0,0,"Serum Products",1,"Stratum ?","279/95","","10l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS LM",0,0,"Serum Products",1,"Stratum ?","279/95","","10l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS LS",0,0,"Serum Products",1,"Stratum ?","279/95","","10l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS LS2",0,0,"Serum Products",1,"Stratum ?","279/95","","10l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS LS3",0,0,"Serum Products",1,"Stratum ?","279/95","","10l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS R",0,0,"Serum Products",1,"Stratum ?","279/95","","10l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE B+",0,0,"Alfa Laboratoires S.A.L.",0,"","35/95","","7.5l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE C",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","7.5l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE D",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","7.5l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE F",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","5l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE J",0,0,"Alfa Laboratoires S.A.L.",0,"","35/95","","7.5l"
"CONCENTRATE SOLUTION FOR HEMODIALYSIS TYPE SG",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","7.5l"
"CONCENTRATE SOLUTION",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","7.5l"
"CONCENTRATE SOLUTION",0,0,"Alfa Laboratoires S.A.L.",1,"Stratum ?","35/95","","7.5l"
"CONCERTA",1583046,17.69,"Mersaco",1,"Stratum B","171219/1","27mg","30"
"CONCERTA",2112520,23.60,"Mersaco",1,"Stratum B","170819/1","36mg","30"
"CONCERTA",3168781,35.41,"Mersaco",1,"Stratum B","171119/1","54mg","30"
"CONCERTA",1076418,12.03,"Mersaco",1,"Stratum A2","171319/1","18mg","30"
"CONCOR",870164,9.72,"Food & Drug Corporation FDC",1,"Stratum A2","23650/06","5mg","30"
"CONCOR",1176665,13.15,"Food & Drug Corporation FDC",1,"Stratum A2","23701/06","10mg","30"
"CONCOR AM 2.5",1377012,15.39,"Food & Drug Corporation FDC",1,"Stratum A2","221711/08","2.5mg","30"
"CONCOR AM 5",1377012,15.39,"Food & Drug Corporation FDC",1,"Stratum A2","221712/08","5mg","30"
"CONCOR COR",488906,5.46,"Food & Drug Corporation FDC",1,"Stratum A1","23649/06","2.5mg","30"
"CONCOR PLUS",888105,9.92,"Food & Drug Corporation FDC",1,"Stratum A2","23702/06","","30"
"CONCOR PLUS",1249926,13.97,"Food & Drug Corporation FDC",1,"Stratum A2","23703/06","","30"
"CONCOR T 2.5",1163209,13.00,"Food & Drug Corporation FDC",1,"Stratum A2","100023/1","","30"
"CONCOR T 2.5",2209797,24.69,"Food & Drug Corporation FDC",1,"Stratum B","122024/1","","60"
"CONCOR T 5",1457748,16.29,"Food & Drug Corporation FDC",1,"Stratum B","100123/1","","30"
"CONDINE",5818474,65.01,"Benta Trading Co s.a.l.",1,"Stratum C","97480/12","150mg/300mg","60"
"CONJYCLEAR",344024,3.84,"Macromed S.A.R.L.",1,"Stratum A1","2319/1","0.1%","5ml"
"CONSIVAS-10",450187,5.03,"Mediterranean Pharmaceutical Company",1,"Stratum A1","21422/1","10mg","30"
"CONSIVAS-20",450187,5.03,"Mediterranean Pharmaceutical Company",1,"Stratum A1","21522/1","20mg","30"
"CONSORT",288926,3.23,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","134514/1","120mg","7"
"CONSORT",338648,3.78,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","134414/1","90mg","10"
"CONSORT",212327,2.37,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","134314/1","60mg","10"
"CONSTIPRIDE",2015764,22.52,"Mazen Pharm Pharmaceutical Company SARL",1,"Stratum B","115223/1","1mg","28"
"CONSTIPRIDE",2956454,33.03,"Mazen Pharm Pharmaceutical Company SARL",1,"Stratum B","115323/1","2mg","28"
"CONTRACNE ISOTRETINOINE",1521230,17.00,"Pharmamedic S.A.R.L.",1,"Stratum B","74916/1","20mg","30"
"CONTRACNE ISOTRETINOINE",3043803,34.01,"Pharmamedic S.A.R.L.",1,"Stratum B","75016/1","40mg","30"
"CONTRACTUBEX",498566,5.57,"Sadco",1,"Stratum A1","22857/74","","20g"
"CONTRACTUBEX",1183925,13.23,"Sadco",1,"Stratum A2","218155/09","","50g"
"CONTRAVE",11653550,130.21,"Droguerie de l'Union",1,"Stratum C","59619/1","8mg/90mg","112"
"CONVERIUM"
